epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,257.786,0.81519,1.05162,0.90243,0.98535,0.89946,0.995,0.73221,0.95143,2.29137,0.84065,0.000815563,0.000815563,0.000815563
42,264.134,0.89874,1.11346,0.92628,0.96319,0.92487,0.995,0.71199,0.93456,2.28238,0.83595,0.000822003,0.000822003,0.000822003
43,270.677,0.86169,0.97725,0.88256,0.96319,0.92487,0.995,0.71199,0.93456,2.28238,0.83595,0.000827782,0.000827782,0.000827782
44,277.252,0.80675,1.0158,0.89641,0.95239,0.97254,0.995,0.72735,0.98012,2.23116,0.84285,0.000832902,0.000832902,0.000832902
45,284.115,0.77876,0.95124,0.87981,0.95239,0.97254,0.995,0.72735,0.98012,2.23116,0.84285,0.000837361,0.000837361,0.000837361
46,291.02,0.85302,0.97936,0.89341,0.9521,0.99802,0.995,0.71592,0.94247,2.10251,0.83057,0.00084116,0.00084116,0.00084116
47,297.807,0.72538,1.00275,0.87762,0.9521,0.99802,0.995,0.71592,0.94247,2.10251,0.83057,0.000844299,0.000844299,0.000844299
48,304.509,0.83831,1.0305,0.8982,0.96391,0.98385,0.995,0.72572,0.90106,1.89854,0.83185,0.000846778,0.000846778,0.000846778
49,311.317,0.80613,1.08534,0.91513,0.96391,0.98385,0.995,0.72572,0.90106,1.89854,0.83185,0.000848596,0.000848596,0.000848596
50,318.042,0.78808,1.00722,0.87811,0.97874,1,0.995,0.73849,0.91179,1.63154,0.85232,0.000849755,0.000849755,0.000849755
51,324.484,0.77971,0.95871,0.88106,0.97874,1,0.995,0.73849,0.91179,1.63154,0.85232,0.000841835,0.000841835,0.000841835
52,330.884,0.8204,1.01344,0.88935,0.98178,1,0.995,0.76589,0.88584,1.46798,0.86415,0.000825332,0.000825332,0.000825332
53,337.217,0.78583,0.98476,0.89759,0.98178,1,0.995,0.76589,0.88584,1.46798,0.86415,0.000808828,0.000808828,0.000808828
54,343.659,0.78095,0.99601,0.87183,0.97254,1,0.995,0.7628,0.90931,1.46006,0.87075,0.000792325,0.000792325,0.000792325
55,350.032,0.81515,0.9539,0.8617,0.97254,1,0.995,0.7628,0.90931,1.46006,0.87075,0.000775822,0.000775822,0.000775822
56,356.394,0.76572,1.13746,0.88066,0.9444,0.98675,0.995,0.75039,0.90971,1.56229,0.88373,0.000759318,0.000759318,0.000759318
57,362.7,0.82636,0.99359,0.87456,0.9444,0.98675,0.995,0.75039,0.90971,1.56229,0.88373,0.000742815,0.000742815,0.000742815
58,369.101,0.72489,0.94362,0.85932,0.94466,0.98046,0.995,0.7685,0.93762,1.59867,0.90935,0.000726312,0.000726312,0.000726312
59,375.484,0.83828,1.08579,0.93899,0.94466,0.98046,0.995,0.7685,0.93762,1.59867,0.90935,0.000709809,0.000709809,0.000709809
60,381.9,0.83494,1.08214,0.91375,0.94453,0.9854,0.995,0.76681,0.91983,1.52493,0.8944,0.000693305,0.000693305,0.000693305
61,388.467,0.77008,0.94952,0.87862,0.94453,0.9854,0.995,0.76681,0.91983,1.52493,0.8944,0.000676802,0.000676802,0.000676802
62,395.101,0.7528,0.91092,0.85272,0.94456,0.98829,0.995,0.79644,0.90595,1.38549,0.88464,0.000660299,0.000660299,0.000660299
63,401.587,0.70327,0.86167,0.85833,0.94456,0.98829,0.995,0.79644,0.90595,1.38549,0.88464,0.000643795,0.000643795,0.000643795
64,408.267,0.76948,0.9452,0.88247,0.95308,0.99176,0.995,0.77269,0.89554,1.22877,0.88331,0.000627292,0.000627292,0.000627292
65,414.532,0.68378,0.82873,0.84042,0.95308,0.99176,0.995,0.77269,0.89554,1.22877,0.88331,0.000610789,0.000610789,0.000610789
66,420.801,0.76778,0.8418,0.84787,0.97338,0.99564,0.995,0.8192,0.85701,1.09815,0.87577,0.000594286,0.000594286,0.000594286
67,427.085,0.73194,0.83408,0.85088,0.97338,0.99564,0.995,0.8192,0.85701,1.09815,0.87577,0.000577782,0.000577782,0.000577782
68,433.15,0.76086,0.89526,0.89125,0.9863,0.99692,0.995,0.78131,0.86408,1.04838,0.86774,0.000561279,0.000561279,0.000561279
69,439.796,0.74909,0.83981,0.87836,0.9863,0.99692,0.995,0.78131,0.86408,1.04838,0.86774,0.000544776,0.000544776,0.000544776
70,446.694,0.7448,0.875,0.8729,0.99391,0.99737,0.995,0.77057,0.8533,1.04838,0.86705,0.000528272,0.000528272,0.000528272
71,453.067,0.7284,0.8812,0.84598,0.99391,0.99737,0.995,0.77057,0.8533,1.04838,0.86705,0.000511769,0.000511769,0.000511769
72,459.568,0.77819,0.84461,0.85327,0.98006,1,0.995,0.78605,0.87998,1.0142,0.86793,0.000495266,0.000495266,0.000495266
73,466.05,0.67475,0.83517,0.88849,0.98006,1,0.995,0.78605,0.87998,1.0142,0.86793,0.000478762,0.000478762,0.000478762
74,472.501,0.81194,0.85922,0.88107,0.97627,1,0.995,0.77172,0.86719,0.98454,0.8613,0.000462259,0.000462259,0.000462259
75,478.851,0.65921,0.84907,0.85811,0.97627,1,0.995,0.77172,0.86719,0.98454,0.8613,0.000445756,0.000445756,0.000445756
76,485.35,0.67636,0.84047,0.87941,0.97591,1,0.995,0.77193,0.8485,0.98881,0.86778,0.000429253,0.000429253,0.000429253
77,491.664,0.69781,0.8928,0.91277,0.97591,1,0.995,0.77193,0.8485,0.98881,0.86778,0.000412749,0.000412749,0.000412749
78,498.051,0.66932,0.76938,0.84891,0.98082,1,0.995,0.80726,0.76594,1.04549,0.86262,0.000396246,0.000396246,0.000396246
79,504.383,0.68537,0.78728,0.85111,0.98082,1,0.995,0.80726,0.76594,1.04549,0.86262,0.000379743,0.000379743,0.000379743
80,510.751,0.65619,0.76061,0.86396,0.99217,1,0.995,0.80605,0.79422,1.03517,0.87266,0.000363239,0.000363239,0.000363239
81,517.117,0.66383,0.81814,0.86566,0.99217,1,0.995,0.80605,0.79422,1.03517,0.87266,0.000346736,0.000346736,0.000346736
82,523.599,0.70033,0.82114,0.89208,0.98799,1,0.995,0.79751,0.81027,1.00589,0.874,0.000330233,0.000330233,0.000330233
83,530.187,0.62195,0.84048,0.85356,0.98799,1,0.995,0.79751,0.81027,1.00589,0.874,0.000313729,0.000313729,0.000313729
84,537.139,0.70489,0.79085,0.88536,0.98611,1,0.995,0.81129,0.79735,0.97442,0.86374,0.000297226,0.000297226,0.000297226
85,543.706,0.72958,0.74987,0.82677,0.98611,1,0.995,0.81129,0.79735,0.97442,0.86374,0.000280723,0.000280723,0.000280723
86,550.361,0.73568,0.80323,0.86098,0.98858,1,0.995,0.79641,0.73108,0.94882,0.86337,0.00026422,0.00026422,0.00026422
87,556.817,0.64156,0.77392,0.84663,0.98858,1,0.995,0.79641,0.73108,0.94882,0.86337,0.000247716,0.000247716,0.000247716
88,563.284,0.61328,0.76801,0.83626,0.99141,1,0.995,0.83151,0.69662,0.92048,0.86843,0.000231213,0.000231213,0.000231213
89,569.637,0.65835,0.78171,0.86149,0.99141,1,0.995,0.83151,0.69662,0.92048,0.86843,0.00021471,0.00021471,0.00021471
90,576.085,0.60408,0.78169,0.85773,0.99079,1,0.995,0.81919,0.73307,0.91052,0.88042,0.000198206,0.000198206,0.000198206
91,582.534,0.57228,0.91942,0.85015,0.99079,1,0.995,0.81919,0.73307,0.91052,0.88042,0.000181703,0.000181703,0.000181703
92,589.035,0.58964,0.9522,0.84012,0.99087,1,0.995,0.8004,0.73526,0.89982,0.87734,0.0001652,0.0001652,0.0001652
93,595.348,0.67493,0.95231,0.84249,0.99087,1,0.995,0.8004,0.73526,0.89982,0.87734,0.000148696,0.000148696,0.000148696
94,601.647,0.6148,0.94045,0.85661,0.98677,1,0.995,0.81517,0.71543,0.8857,0.86629,0.000132193,0.000132193,0.000132193
95,608.017,0.5778,0.87552,0.80274,0.98677,1,0.995,0.81517,0.71543,0.8857,0.86629,0.00011569,0.00011569,0.00011569
96,614.43,0.58245,0.91378,0.83984,0.9831,1,0.995,0.83897,0.70783,0.88476,0.85993,9.91865e-05,9.91865e-05,9.91865e-05
97,620.658,0.59398,0.91932,0.84765,0.9831,1,0.995,0.83897,0.70783,0.88476,0.85993,8.26832e-05,8.26832e-05,8.26832e-05
98,627.217,0.56723,0.89039,0.80363,0.98153,1,0.995,0.83613,0.7116,0.89505,0.85783,6.61799e-05,6.61799e-05,6.61799e-05
99,633.582,0.56432,0.89869,0.82336,0.98153,1,0.995,0.83613,0.7116,0.89505,0.85783,4.96766e-05,4.96766e-05,4.96766e-05
100,640.929,0.60731,0.90565,0.83455,0.98219,1,0.995,0.83613,0.71284,0.89539,0.85662,3.31733e-05,3.31733e-05,3.31733e-05
